"PartnerId","CustomerId","CustomerName","CustomerDomainName","CustomerCountry","InvoiceNumber","MpnId","OrderId","OrderDate","ProductId","SkuId","AvailabilityId","SkuName","ProductName","ChargeType","UnitPrice","Quantity","Subtotal","TaxTotal","Total","Currency","PriceAdjustmentDescription","PublisherName","PublisherId","SubscriptionDescription","SubscriptionId","ChargeStartDate","ChargeEndDate","TermAndBillingCycle","EffectiveUnitPrice","UnitType","AlternateId","BillableQuantity","BillingFrequency","PricingCurrency","PCToBCExchangeRate","PCToBCExchangeRateDate","MeterDescription","ReservationOrderId","CreditReasonCode","SubscriptionStartDate","SubscriptionEndDate","ReferenceId","ProductQualifiers","PromotionId"
"8bd6856a-5363-42a4-9c85-39747740a018","e7e3f297-9aaf-4231-9b0b-f7cd402ea83c","City of Fredericton","fredericton.ca","CA","G004733043","667319","J7zKERPu3kj4t5y4rdpmRZPfaRa3RYX61","07/03/2021","DZH318Z0BNZ5","002D","DZH318Z0B6D1","Tables - LRS - CA East","Tables","new","0.05","1","58.66","7.63","66.29","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","0a1c29cd-3930-4230-cfca-7302e3d9599c","06/01/2021","06/30/2021","Data Stored (GB/Month)","0.0425","10K","7871437d4c43","1139.444843","","USD","1.2115","06/30/2021","Tables - LRS Data Stored (GB/Month) - CA East","EB9DE56A7276AAB9B41DB17528DA5600C6AB72889AACD3C10203D1132939E681","","","","a584ddb1-03bb-4610-a12f-b5a085758bcb","",""
"8bd6856a-5363-42a4-9c85-39747740a018","69e643b5-18df-46af-ace9-a2886ef94244","Geoforce Canada","trakopolis.com","CA","G004733043","667319","CRYeJr7-BVJcLksmgXwKRLz5YHrTRtux1","07/03/2021","DZH318Z0BQHF","01MP","DZH318Z0D91H","SQL Database Single Standard - S3","SQL Database Single Standard","new","4.8387","1","1231.02","160.03","1391.05","CAD","","Microsoft","","Azure plan","8d394c93-cb1a-4145-cd03-8e37df38144c","06/01/2021","06/30/2021","10 DTUs/Day","4.8387","1/Day","299004cb7379","210","","USD","1.2115","06/30/2021","SQL Database Single Standard - S3 - DTUs/Day","E1A42D640619E427C1333FC20E94EA947C3962331118E29AC57CC90A7F2EBADE","","","","9db22be5-5990-4930-bae5-4d47bfc8392e","",""
"8bd6856a-5363-42a4-9c85-39747740a018","69e643b5-18df-46af-ace9-a2886ef94244","Geoforce Canada","trakopolis.com","CA","G004733043","667319","y7Rc4Vpz5ZImr_LGSKj0R7OuWh-C29JG1","07/03/2021","DZH318Z0BQJM","0018","DZH318Z0BM74","Azure App Service Free Plan - F1","Azure App Service Free Plan","new","0","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed"",""100.0% Tier 1 Discount""]","Microsoft","","Azure plan","8d394c93-cb1a-4145-cd03-8e37df38144c","06/01/2021","06/30/2021","1 App Service Hour","0","1 Hour","210793399d5f","10","","USD","1.2115","06/30/2021","Azure App Service Free Plan - F1 Hours","598375281361563B3E997B65A25977805090E2B16A8619BA6F8324AE09EA147D","","","","9c98df93-0215-4363-ac8f-c1de9e6de4bd","",""
"8bd6856a-5363-42a4-9c85-39747740a018","53244bbe-ee09-4ab0-9f7f-a4854b23a664","2020 Spaces","2020spaces.onmicrosoft.com","CA","G004733043","667319","buZTLf8g3dr2JKcmy6eJRrppFYmyttjn1","07/03/2021","DZH318Z0BQLB","016Q","DZH318Z0KGS0","Azure Monitor - SMS Country Code 1","Azure Monitor","new","0.00645","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed"",""100.0% Tier 1 Discount""]","Microsoft","","Azure plan","3b33915e-9935-4d5e-d308-7ce7a63147f8","06/01/2021","06/30/2021","1 Notification","0","1","5e19d4e680d6","100","","USD","1.2115","06/30/2021","Azure Monitor - SMS Country Code 1 - Notifications","9EC058CBF76256ACA34EDCC0CC6CB369F9239C73F6E178305A0C3355B90C69C8","","","","5e74f4f1-d139-417d-b9d5-1e40d6fc0578","",""
"8bd6856a-5363-42a4-9c85-39747740a018","a38e11c1-6c7f-49b5-87e6-602eec3eca7a","CPAO","cpaontario.onmicrosoft.com","CA","G004733043","667319","hFl498vimasSpHAbRYiZTpyaU9NeJ4S51","07/03/2021","DZH318Z0BP0B","004M","DZH318Z0DJP1","Files - LRS","Files","new","0.06","1","0.7","0.09","0.79","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","39ac01e4-760b-47de-d694-12122a8988df","06/01/2021","06/30/2021","Data Stored (GB/Month)","0.051","10K","856beac1752a","11.513488","","USD","1.2115","06/30/2021","Files - LRS Data Stored (GB/Month)","32B35B02A3F89F73A66E457662077AB74F9B9921B1EAF3E9012F2C9EAB54980A","","","","872a4ce5-1134-42f3-8186-d1cb34e646c8","",""
"8bd6856a-5363-42a4-9c85-39747740a018","522ba0fb-226f-49c7-a548-d307e0434db9","TRUDELL MEDICAL LIMITED","Trudellmed.com","CA","G004733043","667319","U-CUrgcHhhejxYZ-ivKGQ4h_850qKLPT1","07/03/2021","DZH318Z0BNZ5","006G","DZH318Z09XMP","Tables - LRS","Tables","new","0.00036","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","77d25329-165d-0c16-c8c5-32de4827bea5","06/01/2021","06/30/2021","10K Write Operations","0.000306","10K","5a90b040672a","0.0005","","USD","1.2115","06/30/2021","Tables - 10K Write Operations","38AD5334BE31EC0B814CB6708CF1631F3BF2CF3748D765FC27BE967F6B7AF173","","","","37d6cc60-05ad-41d1-a9bf-5c2800408622","",""
"8bd6856a-5363-42a4-9c85-39747740a018","69e643b5-18df-46af-ace9-a2886ef94244","Geoforce Canada","trakopolis.com","CA","G004733043","667319","bKxWoPIzwsTZ73g9_7WGRYRgBesQtQOD1","07/03/2021","DZH318Z0BNZJ","005K","DZH318Z0KLK9","Blob Storage - Cool GRS - US East 2","Blob Storage","new","0.2","1","0.42","0.05","0.47","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","8d394c93-cb1a-4145-cd03-8e37df38144c","06/01/2021","06/30/2021","10K Write Operations","0.17","10K","97c747046d83","2.1141","","USD","1.2115","06/30/2021","Tiered Block Blob - Cool GRS - 10K Write Operations - US East 2","CD290A3F66ECBCB1C16738B21C0DA9DA5D3D050810B631731F2E135BEEF6EB2E","","","","c514f439-5819-4083-ac99-5c36c26ea603","",""
"8bd6856a-5363-42a4-9c85-39747740a018","d69b3567-877c-4286-be00-05eb399ef140","Softchoice LP (Shared Services)","services.softchoice.com","CA","G004733043","667319","ZTFKlPHsIaVtANTL0S9aR6U5X1rwnl9Y1","07/03/2021","DZH318Z0BNZJ","004K","DZH318Z0K9WZ","Blob Storage - Hot LRS - US West","Blob Storage","new","0.0044","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","aa3cf612-da99-32d5-2618-0caded21c648","06/01/2021","06/30/2021","10K All Other Operations","0.00374","10K","a51481940e96","0.0218","","USD","1.2115","06/30/2021","Tiered Block Blob - 10K All Other Operations - US West","8A03294088E0A40263915D9A8F3FFAC1EEC02C0955DE77594968E8656301D3C0","","","","4beb3a97-956d-4c7f-b8ba-8eb3391ea0af","",""
"8bd6856a-5363-42a4-9c85-39747740a018","a2729936-c0db-42e4-8c0e-efd8fffd16ab","IIBA","iibaoffice365.onmicrosoft.com","CA","G004733043","667319","ycXG8NKNtoyv5m0gO29aRquef-zOuXEj1","07/03/2021","DZH318Z0BXV6","0004","DZH318Z0BM38","Azure CDN from Verizon - Standard - Zone 3","Azure CDN from Verizon","new","0.233","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","786a68dd-80d5-50e1-072e-732041d65ca5","06/01/2021","06/30/2021","Data Transfer (GB)","0.19805","1 Month","d7813ea27de4","0.0046632607","","USD","1.2115","06/30/2021","Azure CDN from Verizon - Standard - Data Transfer (GB) - Zone 3","8C0A5C511C2D277EDD9A6EDC07ED34C9EC822C1A8B7C85B59584DF0C60B14C40","","","","94895d92-ad90-4e61-a152-84f63d2d4cae","",""
"8bd6856a-5363-42a4-9c85-39747740a018","c9d241fd-b522-41dd-b679-16b112d7dee7","Mawer","mawer.com","CA","G004733043","667319","z6jdUsUFdEOnPbqIJn-sT5dOnz_MR_C91","07/03/2021","DZH318Z0BQKZ","0052","DZH318Z0C0MJ","Azure Cognitive Search - Document Cracking","Azure Cognitive Search","new","1","1","0.78","0.1","0.88","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","0e144cce-e1bf-a330-1bf7-2289a8a3748d","06/01/2021","06/30/2021","1K Image Extractions","0.85","1 Hour","07dcaccd0057","0.765","","USD","1.2115","06/30/2021","Azure Cognitive Search - Document Cracking - 1K Images Extraction","CD844923E622C06F86B333B1AD38402803F7070B5A5A52951630CB4522A5D032","","","","7e4a1282-6fd9-4b5b-8336-5431201110e8","",""
"8bd6856a-5363-42a4-9c85-39747740a018","74bbca6d-410b-45b3-9b51-2a6aa6477079","D2L Corporation","d2lmail.onmicrosoft.com","CA","G004733043","667319","8UF9ovuGWlmsJq55nw_DQLkYnujUaPTy1","07/03/2021","DZH318Z0BP0B","004M","DZH318Z0DJNJ","Files - LRS","Files","new","0.0015","1","0","0","0","CAD","","Microsoft","","Azure plan","fe3b3b80-9e26-b36f-75e8-83615b9f88d5","06/01/2021","06/30/2021","10K Protocol Operations","0.0015","10K","8c28c93ba8bb","0.1835","","USD","1.2115","06/30/2021","Files - 10K Protocol Operations","B25F6C55FDCA235C2B8D887E9003BDA057DDC82035AE67988305AE9EC71AF2DF","","","","0d4a4eca-08f7-4183-b9c2-08951ce73570","",""
"8bd6856a-5363-42a4-9c85-39747740a018","7811c6b6-7003-4a16-87b5-93ef93766196","LAWPRO","lawpro.ca","CA","G004733043","667319","oT_Vu13eV6OaIjc_TUs6TIMKsq5HIMct1","07/03/2021","DZH318Z0BP88","00P5","DZH318Z08MV7","Standard SSD Managed Disks - Snapshots LRS - CA East","Standard SSD Managed Disks","new","0.132","1","11.04","1.44","12.48","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","88b14b68-aadc-fd92-d85b-3d2c1a120c92","06/01/2021","06/30/2021","Snapshots (GB/Month)","0.1122","1/Month","66a721673b45","81.364554","","USD","1.2115","06/30/2021","Standard SSD Managed Disks - LRS Snapshots (GB/Month) - CA East","0DB40AA87992F0BB531B2340B71370809B1FD547A18FBD6D014050C3BA7CF46A","","","","108be5de-b389-4128-8e8d-57abcbe8b89a","",""
"8bd6856a-5363-42a4-9c85-39747740a018","c9d241fd-b522-41dd-b679-16b112d7dee7","Mawer","mawer.com","CA","G004733043","667319","nVbHws1AFWpnGQ3wAlhPS45REgOP3jLi1","07/03/2021","DZH318Z0BQN0","0069","DZH318Z0CSP9","Service Bus - Hybrid Connections","Service Bus","new","0.0134","1","9.91","1.29","11.2","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","0e144cce-e1bf-a330-1bf7-2289a8a3748d","06/01/2021","06/30/2021","1 Listener Unit Hour","0.01139","1/Day","78dd08e1b337","718.8380800357","","USD","1.2115","06/30/2021","Service Bus - Hybrid Connections - Listener Unit Hours","00F529AD391B93285959715CC270E561E7DC859D4F4C2E0E48AEE8D2ECB63F21","","","","f27e485d-b281-48dc-8c05-5f1dc5ad4219","",""
"8bd6856a-5363-42a4-9c85-39747740a018","1351608f-510b-48da-b7a5-8aaed8d533b3","X2O Domain AD","x2odomainad.onmicrosoft.com","CA","G004733043","667319","U9chPn9MoLgj_wxlj0mtQZIMQM8h-GHS1","07/03/2021","DZH318Z0BNZF","004V","DZH318Z08SGQ","Standard Page Blob - LRS","Standard Page Blob","new","0.00036","1","0.47","0.06","0.53","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","50ecc08c-3e62-f2b7-41d5-6f8d01cd4056","06/01/2021","06/30/2021","10K Disk Read Operations","0.000306","10K","29d25482c60f","1277.8611","","USD","1.2115","06/30/2021","Standard Page Blob - 10K Disk Read Operations","5BD3694DA04CE09AA612D59E58A3D0ECE3AF6787E71B0605682E52577AF78E9C","","","","1037d76c-f377-4084-8886-7b7fecc860b2","",""
"8bd6856a-5363-42a4-9c85-39747740a018","09481706-a33a-45ae-bc8e-cfe2428c8bbc","Groupe Financier AGA Inc.","gfaga.onmicrosoft.com","CA","G004733043","667319","FhWz8Ca7huI4qrZiVKVpQp1jZ4IhcP-P1","07/03/2021","DZH318Z0BQNH","007Q","DZH318Z08MDR","Virtual Machines BS Series Windows - B2ms - CA Central","Virtual Machines BS Series Windows","new","0.101","1","224.58","29.2","253.78","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","43465824-13c7-2ce9-b1b4-d106bdd361e1","06/01/2021","06/30/2021","1 Compute Hour","0.08585","1 Hour","3213c7d92b9f","2159.350767","","USD","1.2115","06/30/2021","Virtual Machines BS Series Windows - B2ms Hours - CA Central","5DAA285379CE9D9BEBF1EE8FF1F20F8DBDB9B073EA44E982BDCFB7258D1FF562","","","","7de17b05-0834-4644-a6c3-f8434d847ef9","",""
"8bd6856a-5363-42a4-9c85-39747740a018","baf00b3a-3dce-4b83-a82c-e4ffaee51f84","Ayuda Media Systems","giovanayudasystems.onmicrosoft.com","CA","G004733043","667319","KdAYQnwkyKi_SZp3nNyUQ46MtX7W_anA1","07/03/2021","DZH318Z0BP0W","00D4","DZH318Z087V2","Premium Page Blob - P30 - AU East","Premium Page Blob","new","135.17","1","139.2","18.1","157.3","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","5d50f440-5755-a01f-402b-4e8d4d6b9ba1","06/01/2021","06/30/2021","1 Disk/Month","114.8945","1/Month","06541cf497f9","1.00008","","USD","1.2115","06/30/2021","Premium Page Blob - P30 - Disks/Month - AU East","3799157D326D91668841F57A49B135D700FDCC02B1D3D845876D76A3B7D4C7E1","","","","d1d9f0ef-01a9-4081-bd89-732d201e8e07","",""
"8bd6856a-5363-42a4-9c85-39747740a018","94729030-0188-4990-be6c-0ce4c22a16fa","Ontario Hospital Association","theoha.onmicrosoft.com","CA","G004733043","667319","320F0bI2OySpf-idScIFQabu3QLD18HU1","07/03/2021","DZH318Z0BP0L","018G","DZH318Z0BCJV","Standard HDD Managed Disks - S4 LRS","Standard HDD Managed Disks","new","0.0005","1","0.36","0.05","0.41","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","9d5c2402-bd56-e5e0-c1f5-da1da670842f","06/01/2021","06/30/2021","10K Disk Operations","0.000425","1/Month","0d79268fda01","714.9105","","USD","1.2115","06/30/2021","Standard HDD Managed Disks - 10K Disk Operations","11AA45C64DEF97D39DF8FA9AE6B80EDFB5BDC89AB8F488B64DDFFB66967CB28B","","","","2120c292-d1b0-413a-b2a6-9060f078dd3d","",""
"8bd6856a-5363-42a4-9c85-39747740a018","a38e11c1-6c7f-49b5-87e6-602eec3eca7a","CPAO","cpaontario.onmicrosoft.com","CA","G004733043","667319","hFl498vimasSpHAbRYiZTpyaU9NeJ4S51","07/03/2021","DZH318Z0BJRM","00FN","DZH318Z0TBSF","Azure Data Lake Storage Gen2 Hierarchical Namespace - Hot GRS - CA Central","Azure Data Lake Storage Gen2 Hierarchical Namespace","new","0.143","1","2.48","0.32","2.8","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","39ac01e4-760b-47de-d694-12122a8988df","06/01/2021","06/30/2021","10K Write Operations","0.12155","100","856beac1752a","16.8774","","USD","1.2115","06/30/2021","Azure Data Lake Storage Gen2 Hierarchical Namespace - Hot GRS - 10K Write Operations - CA Central","363AF9CC305D49AEAC7C805C600F3333C2231A1914A5BF35C49A79F1700C45F9","","","","872a4ce5-1134-42f3-8186-d1cb34e646c8","",""
"8bd6856a-5363-42a4-9c85-39747740a018","53244bbe-ee09-4ab0-9f7f-a4854b23a664","2020 Spaces","2020spaces.onmicrosoft.com","CA","G004733043","667319","iTXegdjck0cj3f_gGbwET6WwFBCj7dlJ1","07/03/2021","DZH318Z0BNZJ","008V","DZH318Z0KPZ7","Blob Storage - Hot GRS - EU North","Blob Storage","new","0.1","1","0.24","0.03","0.27","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","3b33915e-9935-4d5e-d308-7ce7a63147f8","06/01/2021","06/30/2021","10K List and Create Container Operations","0.085","10K","0cee0fb1ef19","2.3727","","USD","1.2115","06/30/2021","Tiered Block Blob - GRS - 10K List and Create Container Operations - EU North","5895940DA19BA96036B6CD566D0D8B8A211B51841E864D7E6090827DEC8834FF","","","","36e11473-e868-4897-afc5-93cdc3b0c17e","",""
"8bd6856a-5363-42a4-9c85-39747740a018","69e643b5-18df-46af-ace9-a2886ef94244","Geoforce Canada","trakopolis.com","CA","G004733043","667319","39Dsk0U3l5XY-ojzMsV0SqtqH96PVZUg1","07/03/2021","DZH318Z0BNZJ","005K","DZH318Z0KLK8","Blob Storage - Cool GRS - US East 2","Blob Storage","new","0.005","1","0.88","0.11","0.99","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","8d394c93-cb1a-4145-cd03-8e37df38144c","06/01/2021","06/30/2021","Data Write (GB)","0.00425","10K","3285a51ea6db","173.654218","","USD","1.2115","06/30/2021","Blob Storage - Cool GRS - Data Write (GB) - US East 2","F400B35EF0CE54BCF0DBD79C659BF9BF6BB9C3DEDAD8514C7C05B9F9C6118F1D","","","","2e194656-a7d0-48d3-9f92-01b4ed0f0be6","",""
"8bd6856a-5363-42a4-9c85-39747740a018","522ba0fb-226f-49c7-a548-d307e0434db9","TRUDELL MEDICAL LIMITED","Trudellmed.com","CA","G004733043","667319","GjauOuQnXFMwbs6fYw9pTbQhWC-xP4T81","07/03/2021","DZH318Z0BNWT","002F","DZH318Z0HCBB","Standard Page Blob v2 - GRS - CA Central","Standard Page Blob v2","new","0.033","1","1.13","0.15","1.28","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","77d25329-165d-0c16-c8c5-32de4827bea5","06/01/2021","06/30/2021","10K Write Operations","0.02805","10K","7db6db483ab9","33.5243","","USD","1.2115","06/30/2021","Standard Page Blob v2 - GRS - 10K Write Operations - CA Central","633CCF5D88DAC86E07F5BEBE53A8BA4462F50F6E36D242B55F782A9059F72A97","","","","63b74815-047f-4301-ba7b-146a16fe427b","",""
"8bd6856a-5363-42a4-9c85-39747740a018","b904dd8d-08a4-4379-bec5-b8f833c381e5","Cority Inc.","Medgate.onmicrosoft.com","CA","G004733043","667319","ppV9GQnG8Fce93T1KQ6WSKder4zwRA8-1","07/03/2021","DZH318Z0BNWT","000L","DZH318Z0BD3Q","Standard Page Blob v2 - LRS - CA East","Standard Page Blob v2","new","0.0495","1","0.06","0.01","0.07","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","039f70f7-a8e7-4650-c45e-67b90d12d07f","06/01/2021","06/30/2021","Data Stored (GB/Month)","0.042075","10K","49417aacaa14","1.321618","","USD","1.2115","06/30/2021","Standard Page Blob v2 - LRS Data Stored (GB/Month) - CA East","3FE1F1AD85FBA6A34D41DB692D93A9FE99571FFB2377C7C70694B497B0FF060C","","","","9645585a-aba8-4a28-80a1-59975032828a","",""
"8bd6856a-5363-42a4-9c85-39747740a018","d8f6e73d-76d0-4a68-bfb1-cfede135ce05","High Arctic Energy Services","haes.ca","CA","G004733043","667319","6FMLW3vCWcM3kxkdpqL6TK2b7sF5Comz1","07/03/2021","DZH318Z0BP0L","008P","DZH318Z0B4P8","Standard HDD Managed Disks - S20 LRS - US West","Standard HDD Managed Disks","new","21.76","1","44.81","5.83","50.64","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","aee41329-5355-0428-bdbf-c9d9242a66c5","06/01/2021","06/30/2021","1 Disk/Month","18.496","1/Month","cd0d4aeafb2d","2.00016","","USD","1.2115","06/30/2021","Standard HDD Managed Disks - S20 - Disks/Month - US West","2C0B2D372F15D6892C70F11F623FC1A055734EB3A95C7FF06C89601DCC6DCA17","","","","8b27fdc8-ddb2-4d3d-a82c-e0812d8986c1","",""
"8bd6856a-5363-42a4-9c85-39747740a018","0d03e705-5d75-40a0-9dce-d576ec925491","Archon Systems","archonsystems.com","CA","G004733043","667319","J43ibr50eM6ccUwx8lPQS4iUG7UMh1Qq1","07/03/2021","DZH318Z0BQFF","001Z","DZH318Z0C5P9","Event Hubs - Standard","Event Hubs","new","0.028","1","0.19","0.02","0.21","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","de94fa6b-8dc4-a0a8-6955-5480075783da","06/01/2021","06/30/2021","1M Ingress Events","0.0238","1/Day","82f393bcb829","6.946452","","USD","1.2115","06/30/2021","Event Hubs - Standard - 1M Ingress Events","A3C2EE96AA678F5DB96F642918638EAFEFD6FFE866BEF6C46AE96B2960D46802","","","","2f88c22a-1163-4c48-82c3-43cf0db6c5a5","",""
"8bd6856a-5363-42a4-9c85-39747740a018","0d03e705-5d75-40a0-9dce-d576ec925491","Archon Systems","archonsystems.com","CA","G004733043","667319","62WQXbTFW-55qpLYYK8vTIhbjDEJnVzi1","07/03/2021","DZH318Z0BJRM","0049","DZH318Z0T42B","Azure Data Lake Storage Gen2 Hierarchical Namespace - Hot LRS - US East 2","Azure Data Lake Storage Gen2 Hierarchical Namespace","new","0.0052","1","0.06","0.01","0.07","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","de94fa6b-8dc4-a0a8-6955-5480075783da","06/01/2021","06/30/2021","10K Other Operations","0.00442","100","7a4f2b84adf0","12.9569","","USD","1.2115","06/30/2021","Azure Data Lake Storage Gen2 Hierarchical Namespace - Hot - 10K Other Operations - US East 2","D0868F1D56155644C2A6E472D72F5A94283050A471BE4B999CB7F7B791F01A78","","","","c13a2b64-6ee7-4177-9ecd-581f2a6955f9","",""
"8bd6856a-5363-42a4-9c85-39747740a018","145a6c21-2cd7-4d90-956f-3bcffcb35cc8","UMBRA LTD","umbra.com","CA","G004733043","667319","KrT-HX0YmVJFm1m04IeSSYIJDYSaQGtl1","07/03/2021","DZH318Z0BNZ5","006F","DZH318Z0BBWQ","Tables - GRS","Tables","new","0.00036","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","9b439b34-2118-20fd-d7f4-b03412b40ca8","06/01/2021","06/30/2021","10K Batch Write Operations","0.000306","10K","362d451df42d","1.7455","","USD","1.2115","06/30/2021","Tables - GRS - 10K Batch Write Operations","A57A36199E280B57D79743D0C753199D93E7E359CD1A66560D259C535F88AD2E","","","","f7ac254a-09a3-4837-bb0c-2a33ff2c06ae","",""
"8bd6856a-5363-42a4-9c85-39747740a018","53244bbe-ee09-4ab0-9f7f-a4854b23a664","2020 Spaces","2020spaces.onmicrosoft.com","CA","G004733043","667319","xL-1rlV5SIuVoOFJu3UbSoPyh6z0O7Kf1","07/03/2021","DZH318Z0BQD2","003K","DZH318Z0BTRW","Log Analytics - Pay-as-you-go - EU North","Log Analytics","new","2.76","1","575.12","74.77","649.89","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","3b33915e-9935-4d5e-d308-7ce7a63147f8","06/01/2021","06/30/2021","Data Ingestion (GB)","2.346","1 GB","604ca2e6c685","202.3564275516","","USD","1.2115","06/30/2021","Log Analytics - Data Ingestion (GB) - EU North","7AB93E766B2C0667E5D839A72F4BA20738A121FFEA0FFDCCC1203123E09C44DE","","","","f9e89873-f5fa-4766-805b-8dfbb1373da2","",""
"8bd6856a-5363-42a4-9c85-39747740a018","89c4620f-206c-4775-922f-646ae12b6eed","Unified Alloys Ltd.","unifiedalloys.onmicrosoft.com","CA","G004733043","667319","yjn56tWaAwT9W5UaQNMMS78WuUHpdwOh1","07/03/2021","DZH318Z0BQN4","0010","DZH318Z0BQXJ","Logic Apps - Consumption","Logic Apps","new","0.000125","1","126.27","16.42","142.69","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","a9fe18d8-cfbd-4af7-c8c7-0a4808cb53e7","06/01/2021","06/30/2021","1 Standard Connector Action","0.00010625","1","8ed7e8e5d8e6","981063","","USD","1.2115","06/30/2021","Logic Apps - Standard Connector Actions","7A98241681B419592403ADF18E543C1B687E6BE5DF55D70FABB77FFDFBC09EB1","","","","43837b0d-a58f-41fe-b4c7-7b49466e2c0b","",""
"8bd6856a-5363-42a4-9c85-39747740a018","53244bbe-ee09-4ab0-9f7f-a4854b23a664","2020 Spaces","2020spaces.onmicrosoft.com","CA","G004733043","667319","uqPlV3HmxCjEMWTcTxhPSKuYaeoIx_9S1","07/03/2021","DZH318Z0BP0B","004M","DZH318Z0DJNK","Files - LRS","Files","new","0.015","1","0","0","0","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","3b33915e-9935-4d5e-d308-7ce7a63147f8","06/01/2021","06/30/2021","10K List Operations","0.01275","10K","a46263e02368","0.0091","","USD","1.2115","06/30/2021","Files - 10K List Operations","36E5894A9C496FC63216B2A68C788E63A4D765622464DC2D18CEE6FF667058FB","","","","5d5f9cb3-701a-4dfa-a21e-5869a3f65112","",""
"8bd6856a-5363-42a4-9c85-39747740a018","74bbca6d-410b-45b3-9b51-2a6aa6477079","D2L Corporation","d2lmail.onmicrosoft.com","CA","G004733043","667319","H1g5aTISqJLb56fxUf4VSL6g4CDR0DJn1","07/03/2021","DZH318Z0BNXN","0033","DZH318Z0BTRG","IP Addresses - Standard","IP Addresses","new","0.005","1","37.39","4.86","42.25","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","fe3b3b80-9e26-b36f-75e8-83615b9f88d5","06/01/2021","06/30/2021","1 Static Public IP Hour","0.00425","1 Hour","1f20236c02d1","7264.7286111111","","USD","1.2115","06/30/2021","IP Addresses - Standard - Static Public IP Hours","1965A95FF057692FD01C2C9170DE6DD4DC49A8ACDD770D2394D4966977DEE294","","","","a7bcff67-804f-4f9e-ae3f-06b47c9369ea","",""
"8bd6856a-5363-42a4-9c85-39747740a018","5ea509de-da43-4195-bf20-70b3ba1c3c80","emdbatimo","emdbatimo.onmicrosoft.com","CA","G004733043","667319","uzhc5nP8CkabrCM7iT81TKfVZ9UDZJpC1","07/03/2021","DZH318Z0BP0B","004M","DZH318Z0DJP1","Files - LRS","Files","new","0.06","1","0.3","0.04","0.34","CAD","[""15.0% Partner earned credit for services managed""]","Microsoft","","Azure plan","ed5d2799-d4e7-657c-b47e-fa9af320141a","06/01/2021","06/30/2021","Data Stored (GB/Month)","0.051","10K","6cf532a2bf2e","5.0004","","USD","1.2115","06/30/2021","Files - LRS Data Stored (GB/Month)","F9112D37EBEA1969839A3075E7A11E5E7E14EBF49E2CAFA74BBBCA6A18F2F69D","","","","29d3fb28-1cf2-46d6-a051-9fb03cd55f1e","",""
"8bd6856a-5363-42a4-9c85-39747740a018","74bbca6d-410b-45b3-9b51-2a6aa6477079","D2L Corporation","d2lmail.onmicrosoft.com","CA","G004733043","667319","942eK0CCzt-63ff_YyqBTIcXTlBL84pj1","06/30/2021","DZH318Z08T98","00VK","DZH318Z0BSVB","Files Reserved Capacity - Hot LRS - 10 TB - CA Central","Files Reserved Capacity","new","6934.05","3","25201.8","3276.24","28478.04","CAD","","Microsoft","","","1ecea145-41dd-40e3-cbb6-b092ed484c3f","06/30/2021","06/29/2024","3 Years Reservation","6934.05","1 GB/Month","3277ab3d7670","3","","USD","1.2115","06/30/2021","","9e019b04-1b12-4102-b20f-18363daefb09","","06/30/2021","06/29/2024","f4287093-a1c0-49f7-8596-9c4a38685d25","",""
